;metro_distances;districts;prices;prices_per_meter;meters;materials;heights;floors
20634;18;Невский;4851120;139400;34,8;Кирпично-монолитный;24;1
20635;18;Невский;4942053;137700;35,89;Кирпично-монолитный;24;1
20636;30;Приморский;6461385;123900;52,15;Кирпично-монолитный;24;1
20637;30;Приморский;6464698;122600;52,73;Кирпично-монолитный;24;1
20638;30;Приморский;6525554;121700;53,62;Кирпично-монолитный;24;1
20639;10;Ленинградская область;7600000;194872;38,99995895;Кирпично-монолитный;24;1
20640;20;Калининский;11300000;231084;48,89996711;Кирпично-монолитный;24;2
20641;15;Невский;5909642;124100;47,62;Кирпично-монолитный;24;2
20642;18;Невский;5104016;146625;34,80999829;Кирпично-монолитный;24;2
20643;18;Невский;7497121;124248;60,33997328;Кирпично-монолитный;24;2
20644;18;Невский;7395818;125141;59,09987934;Кирпично-монолитный;24;2
20645;18;Невский;7589369;121508;62,45982981;Кирпично-монолитный;24;2
20646;15;Невский;8544590;136060;62,80016169;Кирпично-монолитный;24;2
20647;9;Невский;8643815;126705;68,21999921;Кирпично-монолитный;24;2
20648;30;Приморский;6476910;125400;51,65;Кирпично-монолитный;24;2
20649;30;Приморский;6653070;123000;54,09;Кирпично-монолитный;24;2
20650;18;Невский;6254640;155125;40,32;Кирпично-монолитный;24;2
20651;18;Невский;5445410;151725;35,88999835;Кирпично-монолитный;24;2
20652;21;Калининский;11300000;231084;48,89996711;Кирпично-монолитный;24;2
20653;15;Невский;8787955;141149;62,26012937;Кирпично-монолитный;24;3
20654;30;Приморский;6473564;123400;52,46;Кирпично-монолитный;24;3
20655;30;Приморский;6534732;124400;52,53;Кирпично-монолитный;24;3
20656;15;Невский;7071405;140250;50,42;Кирпично-монолитный;24;3
20657;18;Невский;7589369;121508;62,45982981;Кирпично-монолитный;24;3
20658;18;Невский;7672678;122332;62,72012229;Кирпично-монолитный;24;3
20659;15;Невский;6049144;129200;46,82;Кирпично-монолитный;24;3
20660;18;Невский;7819986;137700;56,79002179;Кирпично-монолитный;24;3
20661;30;Приморский;6686280;123000;54,36;Кирпично-монолитный;24;3
20662;18;Невский;7343113;127109;57,7702051;Кирпично-монолитный;24;3
20663;18;Невский;7395818;125141;59,09987934;Кирпично-монолитный;24;3
20664;18;Невский;5631624;146200;38,52;Кирпично-монолитный;24;3
20665;18;Невский;5371388;141950;37,84;Кирпично-монолитный;24;3
20666;30;Приморский;8150000;159804;50,99997497;Кирпично-монолитный;24;3
20667;18;Невский;12990000;226702;57,29989149;Кирпично-монолитный;24;3
20668;18;Невский;7589369;121508;62,45982981;Кирпично-монолитный;24;4
20669;18;Невский;6200346;155125;39,96999839;Кирпично-монолитный;24;4
20670;15;Невский;8787955;141149;62,26012937;Кирпично-монолитный;24;4
20671;18;Невский;7497121;124248;60,33997328;Кирпично-монолитный;24;4
20672;15;Невский;6298628;140250;44,91000357;Кирпично-монолитный;24;4
20673;18;Невский;7343113;127109;57,7702051;Кирпично-монолитный;24;4
20674;18;Невский;11235185;127239;88,29985303;Кирпично-монолитный;24;4
20675;30;Приморский;6550491;124700;52,53;Кирпично-монолитный;24;4
20676;18;Невский;7373495;124911;59,02998935;Кирпично-монолитный;24;4
20677;9;Невский;8589332;126705;67,79000039;Кирпично-монолитный;24;4
20678;18;Невский;7140068;139400;51,22;Кирпично-монолитный;24;4
20679;18;Невский;7672678;122332;62,72012229;Кирпично-монолитный;24;4
20680;30;Приморский;6513276;125400;51,94;Кирпично-монолитный;24;4
20681;30;Красносельский;13500000;187500;72;Кирпично-монолитный;24;4
20682;15;Невский;7071405;140250;50,42;Кирпично-монолитный;24;4
20683;6;Калининский;12355900;157000;78,7;Кирпично-монолитный;24;5
20684;15;Невский;7071405;140250;50,42;Кирпично-монолитный;24;5
20685;18;Невский;7343113;127109;57,7702051;Кирпично-монолитный;24;5
20686;18;Невский;7589369;121508;62,45982981;Кирпично-монолитный;24;5
20687;18;Невский;8011855;152752;52,45008249;Кирпично-монолитный;24;5
20688;18;Невский;8287478;132198;62,68988941;Кирпично-монолитный;24;5
20689;18;Невский;11235185;127239;88,29985303;Кирпично-монолитный;24;5
20690;18;Невский;7395818;125141;59,09987934;Кирпично-монолитный;24;5
20691;9;Невский;8589332;126705;67,79000039;Кирпично-монолитный;24;5
20692;18;Невский;7092927;132158;53,67005403;Кирпично-монолитный;24;5
20693;9;Невский;7815164;126705;61,67999684;Кирпично-монолитный;24;5
20694;60;Приморский;9450000;177933;53,10987844;Кирпично-монолитный;24;5
20695;18;Невский;7619772;121527;62,70023945;Кирпично-монолитный;24;6
20696;18;Невский;7732943;125494;61,62002167;Кирпично-монолитный;24;6
20697;9;Невский;8589332;126705;67,79000039;Кирпично-монолитный;24;6
20698;18;Невский;7365093;124033;59,38010852;Кирпично-монолитный;24;6
20699;9;Невский;7815164;126705;61,67999684;Кирпично-монолитный;24;6
20700;15;Невский;6128738;130900;46,82;Кирпично-монолитный;24;7
20701;18;Невский;7227142;141100;51,22;Кирпично-монолитный;24;7
20702;18;Невский;7409959;124936;59,31003874;Кирпично-монолитный;24;7
20703;18;Невский;7375787;128790;57,26987344;Кирпично-монолитный;24;7
20704;18;Невский;7532070;124271;60,61003774;Кирпично-монолитный;24;7
20705;9;Невский;8589332;126705;67,79000039;Кирпично-монолитный;24;7
20706;18;Невский;7343113;127109;57,7702051;Кирпично-монолитный;24;7
20707;18;Невский;7619772;121527;62,70023945;Кирпично-монолитный;24;7
20708;18;Невский;7129144;132193;53,92981474;Кирпично-монолитный;24;7
20709;9;Невский;7815164;126705;61,67999684;Кирпично-монолитный;24;7
20710;45;Приморский;11055785;214675;51,50010481;Кирпично-монолитный;24;7
20711;16;Московский;16000000;250000;64;Кирпично-монолитный;24;7
20712;10;Ленинградская область;9500000;172727;55,00008684;Кирпично-монолитный;24;7
20713;10;Невский;8600000;221649;38,80008482;Кирпично-монолитный;24;8
20714;18;Невский;7343113;127109;57,7702051;Кирпично-монолитный;24;8
20715;18;Невский;7532070;124271;60,61003774;Кирпично-монолитный;24;8
20716;9;Невский;7815164;126705;61,67999684;Кирпично-монолитный;24;8
20717;18;Невский;11235185;127239;88,29985303;Кирпично-монолитный;24;8
20718;9;Невский;8589332;126705;67,79000039;Кирпично-монолитный;24;8
20719;18;Невский;7619772;121527;62,70023945;Кирпично-монолитный;24;8
20720;18;Невский;7732943;125494;61,62002167;Кирпично-монолитный;24;8
20721;30;Приморский;6802848;126400;53,82;Кирпично-монолитный;24;8
20722;18;Невский;7432392;125568;59,19017584;Кирпично-монолитный;24;8
20723;15;Невский;7157119;141950;50,42;Кирпично-монолитный;24;8
20724;15;Московский;17100000;199533;85,70010976;Кирпично-монолитный;24;8
20725;24;Приморский;11600000;236735;48,99993664;Кирпично-монолитный;24;8
20726;9;Невский;7815164;126705;61,67999684;Кирпично-монолитный;24;9
20727;6;Калининский;13262000;169591;78,19990448;Кирпично-монолитный;24;9
20728;15;Невский;6374975;141950;44,91000352;Кирпично-монолитный;24;9
20729;18;Невский;7343113;127109;57,7702051;Кирпично-монолитный;24;9
20730;18;Невский;7532070;124271;60,61003774;Кирпично-монолитный;24;9
20731;18;Невский;7619772;121527;62,70023945;Кирпично-монолитный;24;9
20732;18;Невский;7732943;125494;61,62002167;Кирпично-монолитный;24;9
20733;9;Невский;8589332;126705;67,79000039;Кирпично-монолитный;24;9
20734;18;Невский;5764063;148750;38,75000336;Кирпично-монолитный;24;9
20735;18;Невский;7365093;124033;59,38010852;Кирпично-монолитный;24;9
20736;18;Невский;7129144;132193;53,92981474;Кирпично-монолитный;24;9
20738;18;Невский;8011855;152752;52,45008249;Кирпично-монолитный;24;9
20739;30;Калининский;11300000;222441;50,79998741;Кирпично-монолитный;24;9
20740;18;Невский;5100000;151246;33,71990003;Кирпично-монолитный;24;9
20741;18;Невский;7227142;141100;51,22;Кирпично-монолитный;24;10
20742;18;Невский;7343113;127109;57,7702051;Кирпично-монолитный;24;10
20743;18;Невский;7409959;124936;59,31003874;Кирпично-монолитный;24;10
20744;18;Невский;7619772;121527;62,70023945;Кирпично-монолитный;24;10
20745;9;Невский;7815164;126705;61,67999684;Кирпично-монолитный;24;10
20746;9;Невский;8589332;126705;67,79000039;Кирпично-монолитный;24;10
20747;16;Выборгский;16321500;195000;83,7;Кирпично-монолитный;24;10
20748;18;Невский;7532070;124271;60,61003774;Кирпично-монолитный;24;10
20749;9;Московский;11590000;171704;67,49988352;Кирпично-монолитный;24;10
20750;17;Московский;15700000;252412;62,19989541;Кирпично-монолитный;24;10
20751;18;Невский;7446225;125760;59,20980439;Кирпично-монолитный;24;11
20752;18;Невский;7619772;121527;62,70023945;Кирпично-монолитный;24;11
20753;18;Невский;7732943;125494;61,62002167;Кирпично-монолитный;24;11
20754;18;Невский;7343113;127109;57,7702051;Кирпично-монолитный;24;11
20755;18;Невский;7532070;124271;60,61003774;Кирпично-монолитный;24;11
20756;9;Невский;8589332;126705;67,79000039;Кирпично-монолитный;24;11
20757;9;Невский;7815164;126705;61,67999684;Кирпично-монолитный;24;11
20758;21;Приморский;9300000;180583;51,49986433;Кирпично-монолитный;24;11
20759;12;Невский;8210000;143531;57,20018672;Кирпично-монолитный;24;11
20760;15;Московский;11800000;200000;59;Кирпично-монолитный;24;12
20761;15;Невский;7285690;144500;50,42;Кирпично-монолитный;24;12
20762;18;Невский;7335985;143225;51,22000349;Кирпично-монолитный;24;12
20763;18;Невский;7532070;124271;60,61003774;Кирпично-монолитный;24;12
20764;18;Невский;7619772;121527;62,70023945;Кирпично-монолитный;24;12
20765;9;Невский;7815164;126705;61,67999684;Кирпично-монолитный;24;12
20766;9;Невский;8589332;126705;67,79000039;Кирпично-монолитный;24;12
20767;18;Невский;7135603;122647;58,1800044;Кирпично-монолитный;24;12
20768;18;Невский;7409959;124936;59,31003874;Кирпично-монолитный;24;12
20769;6;Калининский;12390000;159665;77,59997495;Кирпично-монолитный;24;12
20770;18;Невский;5275041;152150;34,67000329;Кирпично-монолитный;24;12
20771;15;Невский;6489495;144500;44,91;Кирпично-монолитный;24;12
20772;18;Невский;5230815;155125;33,72;Кирпично-монолитный;24;12
20773;45;Приморский;9850000;173936;56,63002484;Кирпично-монолитный;24;12
20774;18;Невский;5498361;154275;35,64;Кирпично-монолитный;24;13
20775;6;Калининский;12390000;159050;77,90003144;Кирпично-монолитный;24;13
20776;18;Невский;7343113;127109;57,7702051;Кирпично-монолитный;24;13
20777;18;Невский;7532070;124271;60,61003774;Кирпично-монолитный;24;13
20778;9;Невский;7815164;126705;61,67999684;Кирпично-монолитный;24;13
20779;9;Невский;8589332;126705;67,79000039;Кирпично-монолитный;24;13
20780;18;Невский;7446225;125760;59,20980439;Кирпично-монолитный;24;13
20781;18;Невский;7619772;121527;62,70023945;Кирпично-монолитный;24;13
20782;18;Невский;5353045;150875;35,48;Кирпично-монолитный;24;13
20783;6;Василеостровский;23900000;234314;101,9998805;Кирпично-монолитный;24;13
20784;18;Приморский;6800000;212500;32;Кирпично-монолитный;24;13
20785;9;Невский;8537383;126705;67,38000079;Кирпично-монолитный;24;14
20786;18;Невский;5532208;146200;37,84;Кирпично-монолитный;24;14
20787;18;Невский;7335985;143225;51,22000349;Кирпично-монолитный;24;14
20788;18;Невский;7343113;127109;57,7702051;Кирпично-монолитный;24;14
20789;18;Невский;7375787;128790;57,26987344;Кирпично-монолитный;24;14
20790;18;Невский;7732943;125494;61,62002167;Кирпично-монолитный;24;14
20791;15;Невский;9025152;144959;62,26003215;Кирпично-монолитный;24;14
20792;15;Невский;6489495;144500;44,91;Кирпично-монолитный;24;14
20793;15;Невский;7285690;144500;50,42;Кирпично-монолитный;24;14
20794;18;Невский;7434266;124590;59,66984509;Кирпично-монолитный;24;14
20795;18;Невский;7655412;121187;63,17024103;Кирпично-монолитный;24;14
20796;27;Приморский;11500000;224172;51,29989472;Кирпично-монолитный;24;14
20797;12;Московский;14250000;232463;61,30007786;Кирпично-монолитный;24;15
20798;15;Невский;8900000;148333;60,00013483;Кирпично-монолитный;24;15
20799;6;Калининский;12638000;170094;74,30009289;Кирпично-монолитный;24;15
20800;18;Невский;5275041;152150;34,67000329;Кирпично-монолитный;24;15
20801;18;Невский;5846420;150875;38,75009114;Кирпично-монолитный;24;15
20802;30;Приморский;6861470;127300;53,9;Кирпично-монолитный;24;15
20803;18;Невский;7615972;121739;62,55983703;Кирпично-монолитный;24;15
20804;18;Невский;5885404;144925;40,60999827;Кирпично-монолитный;24;15
20805;18;Невский;7423985;125745;59,04000159;Кирпично-монолитный;24;15
20806;9;Невский;8571073;127205;67,38000079;Кирпично-монолитный;24;15
20807;18;Невский;5828884;144925;40,22000345;Кирпично-монолитный;24;15
20808;18;Невский;8063182;152799;52,76986106;Кирпично-монолитный;24;15
20809;30;Приморский;9450000;178201;53,03000544;Кирпично-монолитный;24;15
20810;18;Невский;7343113;127109;57,7702051;Кирпично-монолитный;24;15
20811;18;Невский;7375787;128790;57,26987344;Кирпично-монолитный;24;16
20812;9;Невский;8604763;127705;67,38000078;Кирпично-монолитный;24;16
20813;18;Невский;7517832;124262;60,4998471;Кирпично-монолитный;24;16
20814;15;Невский;6354753;135150;47,02;Кирпично-монолитный;24;16
20815;18;Невский;7118000;132477;53,73008145;Кирпично-монолитный;24;16
20816;18;Невский;7345677;124020;59,22977746;Кирпично-монолитный;24;16
20817;18;Невский;7343113;127109;57,7702051;Кирпично-монолитный;24;16
20818;15;Невский;7426960;146200;50,8;Кирпично-монолитный;24;16
20819;18;Невский;7615972;121739;62,55983703;Кирпично-монолитный;24;16
20820;18;Невский;7732943;125494;61,62002167;Кирпично-монолитный;24;16
20821;9;Невский;7834702;127705;61,35000196;Кирпично-монолитный;24;16
20822;24;Приморский;8200000;154717;52,99999354;Кирпично-монолитный;24;16
20823;24;Приморский;8900000;171154;51,99995326;Кирпично-монолитный;24;16
20824;21;Невский;8600000;151408;56,80016908;Кирпично-монолитный;24;16
20825;9;Невский;8638453;128205;67,38000078;Кирпично-монолитный;24;17
20826;18;Невский;5443519;153425;35,48;Кирпично-монолитный;24;17
20827;18;Невский;7423985;125745;59,04000159;Кирпично-монолитный;24;17
20828;18;Невский;7615972;121739;62,55983703;Кирпично-монолитный;24;17
20829;18;Невский;7732943;125494;61,62002167;Кирпично-монолитный;24;17
20830;9;Невский;7865377;128205;61,35000195;Кирпично-монолитный;24;17
20831;18;Невский;7898201;137912;57,26986049;Кирпично-монолитный;24;17
20832;18;Невский;7392751;127527;57,97008477;Кирпично-монолитный;24;17
20833;15;Невский;6587772;146200;45,06;Кирпично-монолитный;24;17
20834;21;Невский;8550000;147160;58,10002718;Кирпично-монолитный;24;17
20835;9;Колпинский;7650000;103940;73,60015393;Кирпично-монолитный;24;17
20836;18;Невский;5288139;156825;33,72;Кирпично-монолитный;24;18
20837;18;Невский;5596536;147900;37,84;Кирпично-монолитный;24;18
20838;6;Калининский;13214000;169628;77,89987502;Кирпично-монолитный;24;18
20839;15;Невский;6354753;135150;47,02;Кирпично-монолитный;24;18
20840;30;Приморский;6839910;126900;53,9;Кирпично-монолитный;24;18
20841;15;Невский;7426960;146200;50,8;Кирпично-монолитный;24;18
20842;18;Невский;7423059;144925;51,22000345;Кирпично-монолитный;24;18
20843;18;Невский;7517832;124262;60,4998471;Кирпично-монолитный;24;18
20844;18;Невский;7615972;121739;62,55983703;Кирпично-монолитный;24;18
20845;9;Невский;7896052;128705;61,35000194;Кирпично-монолитный;24;18
20846;15;Невский;9155926;146659;62,43003157;Кирпично-монолитный;24;18
20847;18;Невский;7423985;125745;59,04000159;Кирпично-монолитный;24;18
20848;9;Невский;8672143;128705;67,38000078;Кирпично-монолитный;24;18
20849;18;Невский;7392751;127527;57,97008477;Кирпично-монолитный;24;18
20850;18;Невский;5333980;153850;34,67000325;Кирпично-монолитный;24;18
20851;18;Невский;6308836;153425;41,12;Кирпично-монолитный;24;18
20852;18;Невский;5907190;154275;38,29000162;Кирпично-монолитный;24;18
20853;36;Невский;6700000;127887;52,39000055;Кирпично-монолитный;24;19
20854;18;Невский;6107811;161925;37,72;Кирпично-монолитный;24;19
20855;9;Невский;8705833;129205;67,38000077;Кирпично-монолитный;24;19
20856;18;Невский;8213861;151799;54,11011271;Кирпично-монолитный;24;19
20857;16;Выборгский;17808000;210000;84,8;Кирпично-монолитный;24;19
20858;18;Невский;5443519;153425;35,48;Кирпично-монолитный;24;19
20859;18;Невский;5897258;146625;40,22000341;Кирпично-монолитный;24;19
20860;18;Невский;5954441;146625;40,60999829;Кирпично-монолитный;24;19
20861;18;Невский;6421181;160650;39,97000311;Кирпично-монолитный;24;19
20862;18;Невский;7345677;124020;59,22977746;Кирпично-монолитный;24;19
20863;18;Невский;7343113;127109;57,7702051;Кирпично-монолитный;24;19
20864;18;Невский;7615972;121739;62,55983703;Кирпично-монолитный;24;19
20865;9;Невский;7926727;129205;61,35000193;Кирпично-монолитный;24;19
20866;16;Выборгский;15149500;205000;73,9;Кирпично-монолитный;24;19
20867;15;Невский;6587772;146200;45,06;Кирпично-монолитный;24;19
20868;30;Приморский;6839910;126900;53,9;Кирпично-монолитный;24;19
20869;18;Невский;7517832;124262;60,4998471;Кирпично-монолитный;24;19
20870;18;Невский;7462222;145775;51,18999829;Кирпично-монолитный;24;19
20871;51;Приморский;12200000;227612;53,59998594;Кирпично-монолитный;24;19
20891;6;Калининский;12663900;160506;78,89985421;Кирпично-монолитный;24;20
20892;11;Московский;20000000;268456;74,5001043;Кирпично-монолитный;24;20
20893;16;Выборгский;18146000;215000;84,4;Кирпично-монолитный;24;20
20894;18;Невский;5473193;156825;34,90000319;Кирпично-монолитный;24;20
20895;15;Невский;6708566;150450;44,59000332;Кирпично-монолитный;24;20
20896;30;Приморский;6839910;126900;53,9;Кирпично-монолитный;24;20
20897;18;Невский;7345677;124020;59,22977746;Кирпично-монолитный;24;20
20898;18;Невский;7589211;149600;50,73002005;Кирпично-монолитный;24;20
20899;18;Невский;7615972;121739;62,55983703;Кирпично-монолитный;24;20
20900;9;Невский;7957402;129705;61,35000193;Кирпично-монолитный;24;20
20901;18;Невский;7343113;127109;57,7702051;Кирпично-монолитный;24;20
20902;9;Невский;8739523;129705;67,38000077;Кирпично-монолитный;24;20
20903;18;Невский;7118000;132477;53,73008145;Кирпично-монолитный;24;20
20904;18;Невский;7898201;137912;57,26986049;Кирпично-монолитный;24;20
20905;6;Калининский;13358000;169518;78,79989146;Кирпично-монолитный;24;20
20906;6;Калининский;13320000;170769;78,00010541;Кирпично-монолитный;24;20
20907;16;Выборгский;15456000;210000;73,6;Кирпично-монолитный;24;20
20908;18;Невский;14500000;200831;72,20000896;Кирпично-монолитный;24;20
20927;18;Невский;5503835;155125;35,48;Кирпично-монолитный;24;21
20928;18;Невский;7118000;132477;53,73008145;Кирпично-монолитный;24;21
20929;30;Приморский;7119738;127800;55,71;Кирпично-монолитный;24;21
20930;16;Выборгский;18546000;220000;84,3;Кирпично-монолитный;24;21
20931;18;Невский;5429490;155975;34,8100016;Кирпично-монолитный;24;21
20932;30;Приморский;6866860;127400;53,9;Кирпично-монолитный;24;21
20933;18;Невский;7343113;127109;57,7702051;Кирпично-монолитный;24;21
20934;15;Невский;7593212;150450;50,47000332;Кирпично-монолитный;24;21
20935;18;Невский;7615972;121739;62,55983703;Кирпично-монолитный;24;21
20936;9;Невский;7988077;130205;61,35000192;Кирпично-монолитный;24;21
20937;9;Невский;8773213;130205;67,38000077;Кирпично-монолитный;24;21
20938;15;Невский;9369272;151288;61,93004072;Кирпично-монолитный;24;21
20939;18;Невский;7345677;124020;59,22977746;Кирпично-монолитный;24;21
20940;6;Калининский;13342000;169530;78,69993511;Кирпично-монолитный;24;21
20941;6;Калининский;13150000;169677;77,50019154;Кирпично-монолитный;24;21
20942;21;Калининский;12300000;222423;55,30003642;Кирпично-монолитный;24;21
20943;12;Московский;14500000;214180;67,70006537;Кирпично-монолитный;24;21
20961;9;Невский;8806903;130705;67,38000077;Кирпично-монолитный;24;22
20962;18;Невский;5473193;156825;34,90000319;Кирпично-монолитный;24;22
20963;18;Невский;5810940;172125;33,76;Кирпично-монолитный;24;22
20964;18;Невский;6074228;150875;40,26000331;Кирпично-монолитный;24;22
20965;18;Невский;6252090;165750;37,72;Кирпично-монолитный;24;22
20966;15;Невский;6554588;139400;47,02;Кирпично-монолитный;24;22
20967;30;Приморский;6893810;127900;53,9;Кирпично-монолитный;24;22
20968;18;Невский;7345677;124020;59,22977746;Кирпично-монолитный;24;22
20969;18;Невский;7343113;127109;57,7702051;Кирпично-монолитный;24;22
20970;18;Невский;7517832;124262;60,4998471;Кирпично-монолитный;24;22
20971;18;Невский;7627815;150450;50,7;Кирпично-монолитный;24;22
20972;9;Невский;8018752;130705;61,35000191;Кирпично-монолитный;24;22
20973;6;Калининский;13358000;169518;78,79989146;Кирпично-монолитный;24;22
20974;6;Калининский;13198000;169640;77,80004716;Кирпично-монолитный;24;22
20975;5;Кировский;13000000;204724;63,500127;Кирпично-монолитный;24;23
20976;18;Невский;6270735;157675;39,77000159;Кирпично-монолитный;24;23
20977;18;Невский;7345677;124020;59,22977746;Кирпично-монолитный;24;23
20978;18;Невский;7343113;127109;57,7702051;Кирпично-монолитный;24;23
20979;18;Невский;7118000;132477;53,73008145;Кирпично-монолитный;24;23
20980;6;Калининский;13198000;169640;77,80004716;Кирпично-монолитный;24;23
20981;16;Выборгский;24100000;250000;96,4;Кирпично-монолитный;24;23
20982;15;Невский;7593212;150450;50,47000332;Кирпично-монолитный;24;23
20983;6;Калининский;13326000;169542;78,59999292;Кирпично-монолитный;24;23
20984;16;Выборгский;16126000;220000;73,3;Кирпично-монолитный;24;23
20985;16;Выборгский;24175000;250000;96,7;Кирпично-монолитный;24;23
20986;15;Невский;10500000;187835;55,90012511;Кирпично-монолитный;24;23
20987;30;Приморский;14490000;224651;64,50004674;Кирпично-монолитный;24;23
20988;30;Приморский;11400000;224852;50,70001601;Кирпично-монолитный;24;23
20989;12;Невский;10000000;192308;51,9999168;Кирпично-монолитный;24;23
20990;30;Приморский;10980000;208349;52,70003696;Кирпично-монолитный;24;23
20991;18;Невский;5466592;157675;34,66999841;Кирпично-монолитный;24;24
20992;18;Невский;7412799;125556;59,03978305;Кирпично-монолитный;24;24
20993;16;Выборгский;28920000;300000;96,4;Кирпично-монолитный;24;24
20994;18;Невский;7517832;124262;60,4998471;Кирпично-монолитный;24;24
20995;18;Невский;7615972;121739;62,55983703;Кирпично-монолитный;24;24
20996;15;Невский;6554588;139400;47,02;Кирпично-монолитный;24;24
20997;16;Выборгский;16470000;225000;73,2;Кирпично-монолитный;24;24
20998;16;Выборгский;31812000;330000;96,4;Кирпично-монолитный;24;24
20999;20;Московский;12300000;181953;67,59987469;Кирпично-монолитный;24;24
21000;30;Приморский;8700000;170588;51,00007034;Кирпично-монолитный;25;1
21001;15;Выборгский;7752504;136200;56,92;Кирпично-монолитный;25;1
21002;15;Выборгский;8462370;136600;61,95;Кирпично-монолитный;25;1
21003;18;Выборгский;7686900;162000;47,45;Кирпично-монолитный;25;1
21004;11;Московский;14097500;233017;60,49987769;Кирпично-монолитный;25;2
21005;54;Выборгский;6370000;97550;65,29984623;Кирпично-монолитный;25;2
21006;54;Выборгский;7350000;98923;74,3002133;Кирпично-монолитный;25;2
21007;18;Выборгский;6920320;140800;49,15;Кирпично-монолитный;25;2
21008;18;Красносельский;11091100;197000;56,3;Кирпично-монолитный;25;2
21009;18;Выборгский;7275310;129500;56,18;Кирпично-монолитный;25;2
21010;12;Выборгский;7682247;122700;62,61;Кирпично-монолитный;25;2
21011;15;Выборгский;8023892;138200;58,06;Кирпично-монолитный;25;2
21012;15;Выборгский;8783992;138200;63,56;Кирпично-монолитный;25;2
21013;18;Выборгский;7999560;162000;49,38;Кирпично-монолитный;25;2
21014;15;Выборгский;8636350;132500;65,18;Кирпично-монолитный;25;2
21015;12;Выборгский;7412050;132500;55,94;Кирпично-монолитный;25;2
21016;18;Выборгский;8547000;155400;55;Кирпично-монолитный;25;2
21017;18;Выборгский;8410200;160500;52,4;Кирпично-монолитный;25;2
21018;15;Приморский;13500000;193410;69,79990693;Кирпично-монолитный;25;2
21019;54;Выборгский;7350000;98658;74,49978714;Кирпично-монолитный;25;3
21020;18;Приморский;6737554;137867;48,86995438;Кирпично-монолитный;25;3
21021;18;Приморский;7815199;126480;61,78999842;Кирпично-монолитный;25;3
21022;18;Приморский;6949870;134141;51,81018481;Кирпично-монолитный;25;3
21023;18;Выборгский;7804114;129400;60,31;Кирпично-монолитный;25;3
21024;12;Выборгский;7906641;131100;60,31;Кирпично-монолитный;25;3
21025;18;Выборгский;8410200;160500;52,4;Кирпично-монолитный;25;3
21026;15;Выборгский;8586480;133000;64,56;Кирпично-монолитный;25;3
21027;18;Красносельский;10951245;198500;55,17;Кирпично-монолитный;25;3
21028;18;Выборгский;7409810;132200;56,05;Кирпично-монолитный;25;3
21029;18;Приморский;6977358;134672;51,81001247;Кирпично-монолитный;25;4
21030;18;Приморский;7846712;126990;61,78999921;Кирпично-монолитный;25;4
21031;18;Выборгский;7317445;130250;56,18;Кирпично-монолитный;25;4
21032;15;Выборгский;7541024;149150;50,56;Кирпично-монолитный;25;4
21033;18;Выборгский;7629210;154500;49,38;Кирпично-монолитный;25;4
21034;12;Выборгский;7729205;123450;62,61000405;Кирпично-монолитный;25;4
21035;15;Выборгский;8067437;138950;58,06;Кирпично-монолитный;25;4
21036;18;Приморский;6763993;138408;48,86995694;Кирпично-монолитный;25;4
21037;18;Выборгский;8144955;137700;59,15;Кирпично-монолитный;25;4
21038;18;Красносельский;10951245;198500;55,17;Кирпично-монолитный;25;4
21039;20;Выборгский;11670000;142927;81,65007311;Кирпично-монолитный;25;4
21040;20;Выборгский;11816000;144804;81,5999558;Кирпично-монолитный;25;4
21041;20;Кировский;14790000;197200;75;Кирпично-монолитный;25;4
21042;20;Выборгский;6700000;143469;46,69998397;Кирпично-монолитный;25;4
21043;18;Выборгский;7926100;134000;59,15;Кирпично-монолитный;25;5
21044;12;Выборгский;7948858;131800;60,31;Кирпично-монолитный;25;5
21045;18;Красносельский;10951245;198500;55,17;Кирпично-монолитный;25;5
21046;18;Приморский;7874247;127415;61,8;Кирпично-монолитный;25;5
21047;18;Приморский;6790432;138949;48,86995948;Кирпично-монолитный;25;5
21048;18;Выборгский;7000000;128346;54,54007137;Кирпично-монолитный;25;5
21049;10;Ленинградская область;7950000;164596;48,3000802;Кирпично-монолитный;25;5
21050;18;Выборгский;7437835;132700;56,05;Кирпично-монолитный;25;5
21051;18;Выборгский;7834269;129900;60,31;Кирпично-монолитный;25;5
21052;18;Выборгский;7331490;130500;56,18;Кирпично-монолитный;25;6
21053;12;Выборгский;7744857;123700;62,61;Кирпично-монолитный;25;6
21054;18;Выборгский;7920165;126500;62,61;Кирпично-монолитный;25;6
21055;18;Выборгский;8156785;137900;59,15;Кирпично-монолитный;25;6
21056;18;Выборгский;7639086;154700;49,38;Кирпично-монолитный;25;6
21057;18;Красносельский;10978830;199000;55,17;Кирпично-монолитный;25;6
21058;18;Приморский;7643709;141419;54,05008521;Кирпично-монолитный;25;6
21059;30;Красносельский;10369000;154993;66,89979547;Кирпично-монолитный;25;6
21060;18;Приморский;7059822;136264;51,80988376;Кирпично-монолитный;25;7
21061;18;Выборгский;7834269;129900;60,31;Кирпично-монолитный;25;7
21062;12;Выборгский;7948858;131800;60,31;Кирпично-монолитный;25;7
21063;18;Красносельский;11034000;200000;55,17;Кирпично-монолитный;25;7
21064;18;Выборгский;7437835;132700;56,05;Кирпично-монолитный;25;7
21065;18;Приморский;6840303;139941;48,87990653;Кирпично-монолитный;25;7
21066;30;Невский;7900000;136207;57,99995595;Кирпично-монолитный;25;7
