id,genre,popularity,duration,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,valence
6SKP6d0DFOBemCvThbuqUj,alternative hip hop,41,248133,0.352,0.807,6.04E-06,0.0963,-7.781,1,0.173,90.772,0.0423
1tXCF7TwDnuHRgwQ63FeM5,atl hip hop,56,191712,0.924,0.766,0,0.0981,-4.092,0,0.256,132.06,0.455
5YqYLur57vzjL0Ts8fk0G2,chicago rap,41,345746,0.512,0.693,0,0.104,-7.099,0,0.368,93.385,0.127
1O2wgYfOdpcoWnZbdbrpMh,,48,291200,0.651,0.563,0,0.098,-9.964,1,0.357,150.158,0.389
1rwGdnrtWnPYBipRrjnzEm,chicago soul,63,197440,0.511,0.56,0.000157,0.646,-10.429,1,0.0411,87.274,0.551
22DHmfJa31hKpc2Lg0gVBV,afrofuturism,58,235493,0.827,0.477,4.15E-05,0.0908,-5.025,1,0.254,119.807,0.599
2bAAj29XGc4h1G4oEGYCmg,k-pop,62,199653,0.739,0.841,0,0.173,-4.162,1,0.06,106.99,0.562
7aBxcRw77817BrkdPChAGY,dance pop,66,289760,0.437,0.803,0,0.683,-6.412,1,0.305,84.378,0.406
1EjzcBTVLV7ATtdsQwyV31,escape room,57,146573,0.595,0.878,0,0.303,-5.63,0,0.423,82.007,0.746
5taqLrLouA4vCjM7ZQpEtW,escape room,63,183826,0.686,0.824,0,0.242,-5.413,1,0.34,170.079,0.405
5nnXRsMNUQ4HYs1rKDQ28M,escape room,17,201133,0.584,0.722,1.41E-05,0.143,-7.732,1,0.28,87.553,0.685
3vS6X9Eb7JdcvX2g7Lc3IK,escape room,13,238413,0.603,0.764,0,0.621,-7.407,1,0.287,119.942,0.381
0YdjfAmUyxF4Dh0HNEhmoI,escape room,18,205160,0.68,0.501,8.58E-05,0.162,-7.31,0,0.486,132.428,0.392
5zkBEkiEeqKKoXlsJRgyKa,escape room,12,235866,0.726,0.818,0,0.276,-6.473,1,0.311,146.006,0.305
0IIE1kZQBDbs3yGYow5rB5,escape room,9,183173,0.773,0.61,9.27E-06,0.118,-8.004,1,0.123,116.052,0.19
2uxudaBcJamtfgvUjSDdkZ,escape room,59,201133,0.584,0.722,1.41E-05,0.143,-7.733,1,0.28,87.551,0.685
10vS4ZLi4XWlIsNXSQXgqh,escape room,61,205160,0.68,0.501,8.58E-05,0.162,-7.31,0,0.486,132.416,0.392
6tfrMstZ8tw7nZJ6HP0PyW,escape room,55,238413,0.603,0.764,0,0.621,-7.407,1,0.287,119.942,0.382
2pVvB487ZwqdzTxEvEEors,escape room,55,235866,0.726,0.818,0,0.276,-6.473,1,0.311,146.006,0.305
3tDIjnh6wdwMWDHRHF97XC,escape room,52,183173,0.773,0.61,9.27E-06,0.118,-8.004,1,0.123,116.052,0.191
3vrOmd6lTTKXGjaYeq8kni,escape room,51,177186,0.848,0.721,0.000119,0.11,-8.791,1,0.262,114.017,0.46
30gsURaHDTPnDJDINiTCsK,escape room,50,152213,0.692,0.785,0,0.0804,-6.659,1,0.224,89.952,0.403
1uE4PBDSPZ0cT4do1bmT7A,escape room,50,217240,0.468,0.763,1.22E-06,0.204,-6.826,0,0.268,101.096,0.223
1hxVQkhDJN2UnkgeqX68D3,escape room,51,402200,0.571,0.605,0.000121,0.115,-7.336,1,0.041,98.562,0.0859
2AlYncTpVHKwHb55F9lF6O,brooklyn drill,76,115200,0.868,0.479,0,0.102,-6.687,0,0.445,133.928,0.776
4aOOExMBUyxKnEYb39SrTg,emo rap,75,78680,0.509,0.542,0.00639,0.23,-8.027,0,0.442,97.767,0.151
2RBsmtiaD90yNFtqkFjBVW,cali rap,46,162190,0.768,0.506,3.95E-05,0.349,-8.749,0,0.236,99.978,0.395
3JBvJ9PwrYA1oeUzI3FMRI,hip hop,63,218103,0.73,0.772,0,0.401,-3.883,0,0.316,147.053,0.403
0Rx0DJI556Ix5gBny6EWmn,dance pop,79,169038,0.844,0.644,0,0.113,-6.273,0,0.0479,122.061,0.591
3DA4SE262k6rdEtlHteNyq,contemporary country,72,188320,0.596,0.522,0,0.291,-6.633,1,0.0358,76.042,0.443
76nqCfJOcFFWBJN32PAksn,dance pop,34,162398,0.638,0.688,0,0.126,-4.056,0,0.0407,129.856,0.434
44gRhRi2OhEf7moAUj6MD1,atl hip hop,76,252728,0.59,0.618,0,0.244,-5.756,1,0.334,96.459,0.153
2t7D3y0jvYjR8IP9Bosyew,australian hip hop,70,183947,0.544,0.744,0,0.336,-5.007,1,0.0889,73.699,0.572
3dVvWnj4D8JGkKvo6Hucso,emo rap,69,202666,0.744,0.422,0.00011,0.11,-8.946,1,0.294,180.006,0.493
5QZKcQDp0tCcvMdyqEciBV,cali rap,77,224638,0.457,0.621,0,0.0944,-5.923,1,0.138,85.359,0.634
4TgHt7vKCimpywaiKfl0uj,brooklyn drill,69,204000,0.54,0.77,2.74E-05,0.372,-3.981,1,0.389,159.494,0.565
4Aykm3xrOFSHrAnv80KUhh,north carolina hip hop,68,204546,0.747,0.689,0,0.0884,-7.246,1,0.242,89.901,0.75
1orjH4IkSH9VrWmRCToKV8,memphis hip hop,67,145167,0.806,0.749,0,0.0621,-5.268,1,0.328,140.032,0.77
4iHSE5R1U8jf84tRn52xRt,melodic rap,73,226313,0.816,0.579,0,0.127,-6.097,1,0.0867,120.078,0.43
518miTxc3a15X7HB8FgJUW,bedroom soul,68,209832,0.569,0.536,0,0.0655,-6.137,1,0.0819,173.695,0.656
3fKdTr6Uv8HTb92Ih3QWxa,melodic rap,74,133608,0.732,0.511,0,0.0916,-6.779,1,0.0541,96.946,0.62
35Dh5MnCUPLN3XyAVtQff3,alternative r&b,74,176786,0.725,0.668,2.33E-06,0.112,-7.286,0,0.055,82.966,0.566
0DILU9jjSTnCv1dcbUH3ib,melodic rap,76,144000,0.748,0.492,0,0.146,-8.584,1,0.0498,145.097,0.483
3gD4J3RUHy4OUuZ3qAiaiG,latin,81,217546,0.728,0.806,0.000301,0.153,-3.766,1,0.0623,168.084,0.698
4xvzXs6duNPDb4sORvmd8q,florida rap,51,222315,0.726,0.641,0.000128,0.092,-8.486,1,0.0345,95.005,0.12
0qU3XhIH9xczYPUWV6OopS,alternative r&b,67,157866,0.707,0.651,5.95E-06,0.449,-3.156,0,0.0669,137.017,0.562
7yFhA2fUsL2oIMWlw5DaHQ,contemporary country,79,197293,0.612,0.57,0,0.0963,-6.642,0,0.0347,77.002,0.334
1xQ6trAsedVPCdbtDAmk0c,nz pop,88,171374,0.767,0.481,0,0.269,-8.52,0,0.0803,150.076,0.761
5FmvaZGd6fulojSToozLRD,contemporary country,73,173173,0.516,0.745,0,0.275,-8.352,1,0.0774,186.004,0.825
1oOEkBNp4zWnkD7nWjJdog,conscious hip hop,70,235480,0.586,0.512,0.0002,0.119,-8.819,0,0.0668,75.857,0.235
3calQ6T24KiVOWlRKr7rfl,melodic rap,5,176958,0.698,0.572,0,0.154,-7.735,1,0.198,71.446,0.391
2g1ukx0VolwI31t8z5vprw,dance pop,59,251428,0.88,0.63,0.000565,0.0939,-6.945,1,0.0469,105.001,0.447
4jvjzW7Hm0yK4LvvE0Paz9,emo rap,84,196400,0.669,0.574,0.00294,0.146,-6.442,0,0.0286,120.013,0.273
4UKCKdYiLN6IMA5ZESUTL7,emo rap,84,160184,0.699,0.304,0.000993,0.137,-11.192,1,0.0993,119.705,0.271
4ja2gzrNh9VNigzoXfmbwD,alternative r&b,81,210000,0.676,0.525,0,0.356,-5.88,1,0.028,112.011,0.421
5XzombolzpiaOSTdj1W0VS,melodic rap,67,176958,0.698,0.572,0,0.154,-7.735,1,0.198,71.446,0.391
1LvDHPfTpEMjgox22jxqSW,alternative r&b,52,69709,0.721,0.674,0,0.402,-5.359,1,0.351,87.573,0.907
5oZps6mYqU5s7A4WjUZggJ,escape room,68,212613,0.928,0.437,0.000357,0.147,-7.081,0,0.127,100.056,0.496
6HM2tjTLqJi0poAkCdnNTB,baton rouge rap,63,196541,0.589,0.684,0,0.214,-4.51,0,0.394,112.592,0.261
2p72O2JobPc9sVz520Hil5,melodic rap,66,232000,0.542,0.434,0,0.178,-11.17,1,0.0645,120.046,0.0702
0UwQTbq7ZtBJ7v530mpaxP,k-pop,66,243733,0.724,0.631,0,0.0752,-5.403,1,0.0517,129.019,0.548
1b2C65g0kgbybIAeKCxRYl,melodic rap,59,168000,0.534,0.668,0,0.191,-4.55,0,0.0351,119.965,0.326
6q2uIyLqASSpv2SIv2ehWK,dance pop,56,192935,0.821,0.61,0,0.185,-6.22,1,0.0959,110.973,0.47
23T0OX7QOiIUFShSzbJ5Uo,contemporary country,80,210772,0.466,0.536,0,0.114,-6.227,1,0.0429,75.998,0.377
7wfDCDfhVe2tFxIkQEJp35,neo soul,67,223933,0.379,0.249,0,0.107,-9.53,1,0.0761,83.258,0.264
6tCV8RZVP7zW59Ybxj6COL,alternative r&b,50,331468,0.548,0.398,0,0.291,-8.187,1,0.293,127.899,0.579
4CPszpSnlbgnQLIQYyzIR2,alternative r&b,67,287321,0.703,0.705,1.97E-06,0.0611,-6.676,0,0.34,138.227,0.601
04YutdH0j1INpsva3gOipt,dance pop,73,251428,0.878,0.626,0.000731,0.0939,-6.945,1,0.0476,105.046,0.427
2jZx9wy7JVYYF2Yxe6fUNl,detroit hip hop,57,150674,0.786,0.739,0,0.18,-3.51,1,0.286,96.075,0.297
2LUdpPCiiza6UQugipjMeS,,7,144013,0.906,0.604,0,0.255,-8.332,0,0.0746,99.996,0.899
4Hpib09wXgD84w4uwTPnYD,cali rap,80,139413,0.954,0.696,0.000498,0.0754,-7.117,0,0.204,100.036,0.432
2qzUpSVI4NnPyWxbXwumTj,dance pop,67,281272,0.824,0.555,6.42E-06,0.217,-5.817,1,0.05,120.002,0.0611
24IgCW19L8lXKyFZwzFtD3,dance pop,58,251428,0.88,0.626,0.000755,0.094,-7.062,1,0.0473,105.01,0.441
2fHXAuXRcCDXbZYJIUZCGW,dance pop,65,121386,0.885,0.592,9.04E-05,0.081,-6.06,0,0.303,159.996,0.672
6NhS5LwYbJ6xD7BGvlWRJO,contemporary country,71,193426,0.641,0.842,0,0.169,-4.872,1,0.0464,89.997,0.738
2GiJYvgVaD2HtM8GqD9EgQ,electropop,87,218106,0.611,0.797,0.00137,0.26,-7.627,0,0.0533,120.041,0.518
4u7EnebtmKWzUH433cf5Qv,classic rock,84,354320,0.414,0.404,0,0.3,-9.928,0,0.0499,71.105,0.224
2D0dj3hVkRQJCp63cxCPEx,,75,144000,0.885,0.685,0,0.148,-6.429,0,0.0627,99.954,0.937
2MbdDtCv5LUVjYy9RuGTgC,deep underground hip hop,85,227478,0.904,0.723,0,0.185,-5.224,0,0.26,145.013,0.835
6y6k14YN6MbKpGIv1Rk00Q,k-pop,40,181263,0.828,0.782,3.41E-05,0.0544,-4.014,1,0.0918,130.013,0.351
6WbTTAGKrQtCQvmc5BuYfh,houston rap,77,154323,0.821,0.863,0,0.0377,-3.159,1,0.353,180.013,0.874
7fsNNSLGG8Wi0nFbufCU6L,alternative r&b,70,194395,0.789,0.419,0.0257,0.123,-9.874,0,0.157,117.988,0.542
50wetCP0Nsx5sIaFHCYlCe,electropop,2,142773,0.465,0.468,0,0.0639,-7.799,1,0.134,83.366,0.373
07twUUK8jWUCVsrSoEgbLW,melodic rap,63,156532,0.741,0.678,0,0.0782,-5.835,1,0.355,165.106,0.718
4P6IttK2PRBjyr3fm0pP7t,alternative r&b,76,186480,0.612,0.539,0,0.18,-5.071,1,0.0488,79.948,0.294
5pMNUX14H1h4YX9aFRMe9Q,hip hop,0,193441,0.638,0.683,9.62E-06,0.085,-8.121,1,0.0554,103.023,0.365
3Isj85ak2yj4EndfKFGs9x,alternative r&b,62,204128,0.74,0.586,7.24E-06,0.083,-8.244,0,0.0483,79.997,0.523
5s60G6y9HQFdYyBfwd7Lmr,alternative r&b,59,178972,0.854,0.478,0,0.0872,-6.577,0,0.0641,123.992,0.174
1UNs8AlFM8c0uAkSyjIW3P,dance pop,71,177438,0.758,0.583,5.12E-05,0.107,-6.361,1,0.0421,97.537,0.797
1RDLbX9L2G4zDqxXCaMJo5,alternative r&b,66,157020,0.744,0.325,1.00E-06,0.102,-9.503,0,0.0642,110.063,0.128
1b5bD9RZ2KFv34O9Dn5NNr,melodic rap,62,182400,0.542,0.641,0,0.108,-6.746,0,0.377,148.234,0.425
5OxclJsdFESni44YlpNpkR,melodic metalcore,72,291812,0.589,0.797,4.35E-06,0.383,-5.464,1,0.15,102.489,0.232
3tdjTdCCgKtwacsICCtPZZ,melodic rap,78,114865,0.89,0.53,0,0.106,-9.891,1,0.362,127.889,0.644
5GDczqhwUUMXErS5XphwwQ,alternative r&b,52,214039,0.575,0.495,0.00696,0.115,-9.337,1,0.0464,90.02,0.262
25Q6XHjKEyaXzCvKlwDpPP,edm,65,167480,0.669,0.748,0,0.17,-3.218,1,0.106,87.012,0.373
4xqrdfXkTW4T0RauPLv3WA,alt z,90,198040,0.357,0.425,0,0.322,-7.301,1,0.0333,102.078,0.27
3vAn0qZzdyuHamcrpkfiX3,k-pop,25,181263,0.828,0.782,3.41E-05,0.0544,-4.014,1,0.0918,130.013,0.351
0KkIkfsLEJbrcIhYsCL7L5,latin,73,301714,0.786,0.808,0.000289,0.0822,-3.702,1,0.0881,105.029,0.608
7mEUjhl6aTztdHCrxoTgBG,chicago rap,67,189827,0.67,0.847,0,0.304,-4.85,1,0.409,137.22,0.381
7AoeZsOn7vyWUL6p8TEHf8,alternative r&b,61,214557,0.484,0.632,0.0243,0.209,-6.917,1,0.0976,126.384,0.0736
5Tj4faD9lGyMw8ZatUYR6G,melodic rap,66,180935,0.904,0.672,3.00E-06,0.138,-6.544,1,0.197,139.984,0.398
4JB0EAT4BkLShTyTt50FmO,pop,28,231066,0.813,0.615,0,0.654,-5.624,0,0.132,111.039,0.321
0PvFJmanyNQMseIFrU708S,brooklyn drill,90,190476,0.823,0.586,0,0.193,-6.606,0,0.2,125.971,0.347
1H7KnK26kc1YyellpbINEn,brooklyn drill,84,201600,0.49,0.618,3.77E-06,0.259,-5.655,1,0.104,99.7,0.286
6O7fPYTsb2mY0PiFt2ymDB,brooklyn drill,71,175756,0.713,0.605,3.46E-06,0.115,-7.487,1,0.107,142.025,0.432
7sjFIZ1g5QLJLGja3k592K,brooklyn drill,70,150857,0.8,0.564,1.65E-06,0.112,-5.817,1,0.4,139.989,0.318
4OGIeHtYhRTJ8iW21UUyZW,brooklyn drill,64,48000,0.645,0.64,1.04E-05,0.286,-6.871,0,0.179,140.248,0.674
1hg3RlqFZXJb5YgRoK9qmF,brooklyn drill,75,160000,0.548,0.506,0.0001,0.0788,-7.434,0,0.102,119.987,0.557
3eV2WT9YhfzkxbufnBF8wK,brooklyn drill,66,202815,0.794,0.717,0,0.195,-5.73,1,0.251,141.881,0.372
71d7LaAgPcNcUopu3OzmP7,brooklyn drill,66,202443,0.5,0.767,9.79E-05,0.385,-4.105,1,0.403,159.477,0.58
0bjgQ24UZGwKikldIyEOgf,brooklyn drill,67,185803,0.717,0.474,0,0.139,-8.383,0,0.403,123.906,0.448
2FhEj9lvEIaJihjFprRrGt,brooklyn drill,64,259346,0.944,0.579,0,0.253,-4.961,1,0.191,135.033,0.769
25zlnOAzbVoOzIeXSvQFf1,brooklyn drill,82,164579,0.688,0.647,1.65E-05,0.095,-7.258,1,0.19,88.834,0.195
5kkaSMcf4BFlhRRICCKZb6,brooklyn drill,76,158466,0.739,0.616,1.93E-06,0.101,-6.963,0,0.0338,91.071,0.654
5rZlwNFl01HqLWBQGryKSm,brooklyn drill,86,213333,0.48,0.602,0,0.0848,-6.335,0,0.368,179.798,0.269
1JDhNQ0oOT7XpclZn3aQ8F,brooklyn drill,66,192000,0.831,0.762,0,0.107,-5.656,0,0.207,99.999,0.495
3NWrHCwvyII4fTx05PN3IO,brooklyn drill,73,197938,0.764,0.676,0,0.215,-6.761,0,0.0927,97.02,0.461
1tkg4EHVoqnhR6iFEXb60y,brooklyn drill,92,160000,0.709,0.548,1.59E-06,0.133,-8.493,1,0.353,83.995,0.543
2SxR5RitJdsG6wINvJLBSD,brooklyn drill,64,132587,0.718,0.66,0,0.159,-7.39,1,0.325,142.879,0.659
4Tc9PHEoeP17PQj3OOKXPu,brooklyn drill,64,188976,0.794,0.792,0,0.0998,-6.889,1,0.186,126.994,0.546
28J1VeQTm2z2HC7u2qJPup,hip hop,55,306662,0.57,0.948,0,0.312,-1.222,0,0.31,79.296,0.498
6CDzDgIUqeDY5g8ujExx2f,gauze pop,84,238805,0.761,0.525,6.70E-06,0.0921,-6.9,1,0.0944,80.87,0.531
5z8uLrYMcUVvzTV28twt44,dance pop,70,217493,0.758,0.562,0,0.0996,-6.302,1,0.0771,142.035,0.581
0egBBvt6cfROuCHP5nBABx,social media pop,7,198965,0.723,0.658,0,0.262,-4.94,1,0.12,86.985,0.599
0M7mWKqwTIaVjYyxfZmtTa,contemporary country,69,195533,0.424,0.661,1.62E-06,0.0719,-5.547,1,0.0425,111.762,0.384
0dOg1ySSI7NkpAe89Zo0b9,classic rock,77,278680,0.398,0.952,7.75E-05,0.1,-6.042,1,0.061,122.093,0.584
7e89621JPkKaeDSTQ3avtg,album rock,84,283800,0.596,0.605,0.000331,0.0863,-12.145,1,0.0255,97.798,0.886
3E7dfMvvCLUddWissuqMwr,dance pop,81,202066,0.652,0.698,0.000115,0.0886,-4.667,0,0.042,96.021,0.47
4BP3uh0hFLFRb5cjsgLqDh,album rock,83,140773,0.64,0.663,0.00806,0.152,-7.516,1,0.0374,132.77,0.663
3yrSvpt2l1xhsV9Em88Pul,classic rock,81,183306,0.491,0.583,0,0.407,-10.964,1,0.0376,150.572,0.907
5p3JJehpKHjr9pJT5eD2Lz,latin,64,226160,0.624,0.888,0,0.317,-2.13,1,0.099,180.088,0.824
7MRyJPksH3G2cXHN8UKYzP,album rock,76,214733,0.55,0.824,0.000127,0.366,-5.988,1,0.0334,114.512,0.777
1fDsrQ23eTAVFElUMaf38X,adult standards,77,516893,0.531,0.481,0,0.0842,-11.709,0,0.06,138.45,0.491
4f2GB5ZC7vOUYPAg69N2Xw,disco,50,221520,0.684,0.864,0.00526,0.344,-4.819,1,0.0312,125.395,0.978
3xdjjKMcMOFgo1eQrfbogM,contemporary country,79,298373,0.537,0.66,0,0.135,-7.174,1,0.0296,148.096,0.574
5tVA6TkbaAH9QMITTQRrNv,album rock,80,256000,0.623,0.449,0,0.0613,-13.333,1,0.0253,84.383,0.572
623lYBOJ7bLwh1bu3yeN5V,country,59,191600,0.299,0.422,0,0.182,-9.977,1,0.0285,67.797,0.168
1dgWTMoHwTUnQhOQ8SR5fV,contemporary country,73,182960,0.733,0.589,5.85E-06,0.0366,-7.37,1,0.1,170.097,0.867
43btz2xjMKpcmjkuRsvxyg,album rock,77,254493,0.811,0.41,6.63E-06,0.0799,-8.214,1,0.0391,103.965,0.626
5rX6C5QVvvZB7XckETNych,alternative metal,76,297586,0.7,0.864,0,0.0956,-3.629,1,0.0283,102.997,0.887
4TCeFZNjGNQIpCuZmJkkE2,contemporary country,68,204800,0.536,0.754,4.92E-06,0.118,-5.102,1,0.0399,139.988,0.212
3ts6xK5GzfMAAriT9AIBmP,contemporary country,73,167426,0.6,0.808,0,0.196,-4.679,1,0.0403,172.016,0.809
2374M0fQpWi3dLnB54qaLX,album rock,85,295893,0.671,0.373,8.01E-05,0.0481,-18.064,1,0.0323,92.718,0.732
4TTV7EcfroSLWzXRY6gLv6,broadway,74,236737,0.609,0.435,0,0.118,-7.861,0,0.285,131.995,0.552
4o6BgsqLIBViaGVbx5rbRk,album rock,79,190626,0.751,0.501,0.112,0.0467,-12.151,1,0.0551,167.057,0.902
7tqhbajSfrz2F7E1Z75ASX,classic soul,82,151666,0.663,0.6,0,0.184,-10.87,1,0.032,129.991,0.8
4yugZvBYaoREkJKtbG08Qr,album rock,80,211577,0.575,0.67,4.95E-06,0.129,-10.39,1,0.0318,139.191,0.74
0qRR9d89hIS0MHRkQ0ejxX,album rock,74,142786,0.573,0.683,0,0.0935,-6.644,1,0.176,169.519,0.817
39q7xibBdRboeMKUbZEB6g,adult standards,79,197813,0.255,0.43,1.87E-05,0.188,-12.564,1,0.0322,164.267,0.546
0b2IVjeD268pYd7VUhmtKI,contemporary country,75,203173,0.715,0.584,1.41E-06,0.095,-8.231,1,0.0296,90.99,0.609
6OG1S805gIrH5nAQbEOPY3,hollywood,73,208321,0.607,0.466,0,0.135,-7.562,1,0.0578,121.741,0.434
40riOy7x9W7GXjyGp4pjAv,album rock,85,391376,0.579,0.508,0.000494,0.0575,-9.484,1,0.027,147.125,0.609
3dP0pLbg9OfVwssDjp9aT0,hollywood,74,329228,0.707,0.593,0,0.15,-8.581,0,0.0949,123.772,0.478
4cxvludVmQxryrnx1m9FqL,hollywood,73,333154,0.698,0.649,0,0.0903,-6.764,1,0.415,180.466,0.568
1yHdZ9S6rBlNPH3LDNMy2P,chicago rap,8,202205,0.636,0.448,0,0.17,-8.969,1,0.0359,143.124,0.186
54Sc7mZQ1RM03STpk4SfaA,hollywood,72,249770,0.688,0.491,0,0.0914,-7.494,1,0.269,79.009,0.737
2Sla5cgNpVoRcckYjaAMKP,basshall,71,162894,0.884,0.546,8.00E-06,0.064,-6.279,0,0.117,113.236,0.49
71X7bPDljJHrmEGYCe7kQ8,hollywood,73,186542,0.74,0.727,0,0.627,-6.253,1,0.278,101.409,0.792
7EqpEBPOohgk7NnKvBGFWo,broadway,72,193749,0.543,0.473,4.04E-06,0.0922,-9.638,1,0.157,86.534,0.519
6dr7ekfhlbquvsVY8D7gyk,hollywood,71,156630,0.646,0.439,0,0.0945,-10.837,1,0.818,160.387,0.528
4Lxseh0wN7N0ljiOh8KwbU,chicago rap,73,205484,0.625,0.811,0,0.16,-5.183,1,0.0659,144.994,0.532
41MCdlvXOl62B7Kv86Bb1v,chicago rap,81,248431,0.745,0.561,0,0.133,-4.869,1,0.0807,77.557,0.449
7m9XR7FquXLP1FewdAcNS9,broadway,71,127578,0.72,0.666,0,0.0844,-6.914,1,0.328,138.03,0.383
2fZTS0VboxRpF0FdfY7E5P,chicago rap,18,181661,0.747,0.622,0,0.151,-5.825,1,0.0838,159.93,0.57
7y7w4tl4MaRC2UMEj1mPtr,chicago rap,21,205484,0.625,0.814,0,0.158,-5.181,1,0.0657,144.991,0.535
4h5N4KyWZMtpeH9vhXSXjd,chicago rap,8,202193,0.63,0.446,0,0.166,-8.9,1,0.0351,143.078,0.177
66FgjA5ZQJJuypFG1bc8se,chicago rap,10,160212,0.701,0.65,0,0.112,-6.313,1,0.104,90.003,0.647
1QoG0Yqz1onMsdbOibZVke,chicago rap,6,176649,0.568,0.545,0,0.112,-6.668,0,0.0447,174.144,0.234
6o3QUC5oAE4g6WxRIFcZtb,chicago rap,17,194621,0.65,0.613,0,0.267,-6.13,0,0.128,149.972,0.0804
0JoWBcL61YWLXM5vW0YTHO,chicago rap,6,186749,0.654,0.452,0,0.114,-6.36,1,0.0439,138.034,0.532
615vw74T1NebV8pKoutm2J,chicago rap,8,242180,0.706,0.625,0,0.129,-7.426,1,0.0314,142.948,0.225
3MmCFghNjzZMn3HKqbVizn,chicago rap,7,154767,0.868,0.55,0,0.109,-6.417,1,0.226,117.943,0.464
7iIzwqG5UxPYwTYUUK4pzU,chicago rap,5,180129,0.66,0.76,0,0.632,-5.726,1,0.0787,127.984,0.394
0YevRlTDW9tyIwViCyke8Q,chicago rap,8,70394,0.307,0.528,0.00056,0.222,-11.337,0,0.108,174.795,0.58
0jo6Nd4iJU0UFHqS0Xd4l4,chicago rap,6,200628,0.707,0.67,0,0.098,-6.328,0,0.257,163.099,0.235
6RsRMf9e4KUyo3MecGffNL,chicago rap,4,173113,0.288,0.638,8.16E-05,0.14,-6.935,0,0.0779,66.424,0.147
2XSO13Gyndo7MDdtYibIxO,chicago rap,5,179464,0.595,0.528,0,0.142,-7.371,0,0.0935,150.073,0.515
1AnkdcHl86kEhDvhaKDuIe,chicago rap,6,168684,0.745,0.5,0,0.0943,-6.184,1,0.136,76.968,0.433
5lcIegmdblnWqT9nS9EhZj,chicago rap,6,147547,0.661,0.665,0,0.0981,-6.356,0,0.053,75.059,0.486
38iBrrbbXyWaSPkmuDNgjZ,hip hop,72,264833,0.88,0.787,0,0.12,-5.189,1,0.118,113.018,0.588
6DuHcOuuGWXNvF3uocsrBa,chicago rap,5,182922,0.652,0.671,0,0.107,-5.89,1,0.0756,84.008,0.274
1uA914Md6wsy9NDryyBypH,chicago rap,6,136408,0.621,0.695,0,0.086,-5.124,1,0.0911,173.966,0.298
2GriTXl7gRSBv1A2IGZtnL,chicago rap,2,30582,0.396,0.373,0.0978,0.545,-14.097,0,0.0989,125.231,0.526
0veNpTQFqfmTX0rsJmO2rO,chicago rap,2,136544,0.667,0.447,0,0.612,-14.625,1,0.761,83.534,0.829
5f1joOtoMeyppIcJGZQvqJ,contemporary country,83,191406,0.727,0.626,2.58E-05,0.126,-8.415,1,0.0726,86.97,0.322
0XkmeG97T4mtYlWRJcrxec,melodic rap,67,147672,0.752,0.375,0,0.175,-10.157,0,0.204,129.995,0.591
2aSM4sbNN7cSmpYOG0sf46,pop,66,213933,0.632,0.495,0,0.0941,-8.335,1,0.143,77.083,0.233
1db6ixe9nX6cqt2V1DYZnW,electropop,64,199880,0.712,0.497,2.52E-06,0.303,-7.943,1,0.0639,93.953,0.457
6qwLieyhZ2vhn3xuIOrw32,pop,59,191586,0.651,0.477,0,0.1,-6.775,1,0.0443,112.668,0.217
1YaLBadQjS701ZLZRGjPMX,electropop,5,171171,0.716,0.711,0,0.0783,-6.098,1,0.0769,97.016,0.827
2ap9kKsIEiWa4bzsjqACEx,cali rap,62,153478,0.861,0.58,2.22E-06,0.0767,-7.07,0,0.338,157.875,0.805
4ii5S0UcGpdAANl098llgB,pop,58,182373,0.691,0.314,0.00118,0.115,-9.715,0,0.0653,117.015,0.365
5m0eMnsWwzgGsUxe1mhFYR,pop,75,211373,0.791,0.366,7.24E-06,0.106,-8.337,1,0.0966,124.878,0.335
1Tpn9QCsj746NNbDxQ24gr,hip hop,12,197855,0.867,0.616,0,0.253,-5.405,0,0.169,98.017,0.495
7uwpgQQufpSsFIhhGJDHQF,pop,62,178026,0.667,0.448,0,0.125,-8.96,1,0.0365,108.023,0.166
0PUkanqCGTb6qseXPKOw1F,dance pop,66,176250,0.445,0.33,0,0.102,-8.121,1,0.0429,128.025,0.187
3DqFP5KDbNeOWLxiDJqJRk,canadian hip hop,48,156559,0.713,0.661,0,0.13,-5.74,0,0.148,105.873,0.241
5Mm2CJzNRiICC5MWRWQnBo,glitchcore,58,175699,0.473,0.936,1.35E-05,0.607,-2.441,0,0.408,173.53,0.545
3DXdjHnePKnh6oXw2ZgGSl,dance pop,72,166898,0.783,0.912,0,0.339,-3.713,1,0.243,98.025,0.749
45bE4HXI0AwGZXfZtMp8JR,alt z,92,169265,0.667,0.373,0,0.0906,-9.389,1,0.05,124.148,0.0823
45npF3MKvCa1sO7s4y7qBf,hip hop,15,155168,0.929,0.667,0,0.1,-6.789,0,0.353,126.998,0.274
6EDO9iiTtwNv6waLwa1UUq,dance pop,87,200221,0.8,0.56,0,0.134,-4.818,0,0.261,163.071,0.45
1eIsyfDHoEbemSnQFsgyAv,melodic rap,59,147672,0.752,0.375,0,0.175,-10.157,0,0.204,129.995,0.591
35RJhm1pEovTBwnNR0zWad,dance pop,84,218901,0.695,0.343,1.04E-06,0.107,-10.798,1,0.0432,85.84,0.229
4tKEWCeBSeiSJVB9ZURgUz,corridos tumbados,68,245911,0.461,0.528,1.11E-06,0.146,-8.49,1,0.0398,98.395,0.573
