flats;metro_distances;districts;prices;prices_per_meter;meters;materials
4719;9;Ленинградская область;8436212;133000;63,43016541;Кирпично-монолитный
4720;15;Выборгский;8521920;132000;64,56;Кирпично-монолитный
4721;12;Ленинградская область;8685369;135900;63,91;Кирпично-монолитный
4722;12;Ленинградская область;8667689;142000;61,04006338;Кирпично-монолитный
4723;21;Выборгский;8729102;141867;61,53017968;Кирпично-монолитный
4724;12;Ленинградская область;8752590;138600;63,15;Кирпично-монолитный
4725;12;Ленинградская область;8765669;142000;61,73006338;Кирпично-монолитный
4726;12;Ленинградская область;8932707;135900;65,73;Кирпично-монолитный
4727;9;Невский;7815164;126705;61,67999684;Кирпично-монолитный
4728;78;Ленинградская область;5096800;92000;55,4;Кирпично-монолитный
4729;18;Невский;5353045;150875;35,48;Кирпично-монолитный
4730;60;Ленинградская область;6128100;123800;49,5;Кирпично-монолитный
4731;78;Ленинградская область;5154760;92000;56,03;Кирпично-монолитный
4732;78;Ленинградская область;6870560;92000;74,68;Кирпично-монолитный
4733;15;Невский;8787955;141149;62,26012937;Кирпично-монолитный
4734;36;Ленинградская область;9129187;145000;62,95991034;Кирпично-монолитный
4735;12;Ленинградская область;5636644;118716;47,48007008;Кирпично-монолитный
4736;12;Ленинградская область;6622365;105992;62,47985697;Кирпично-монолитный
4737;18;Невский;5371388;141950;37,84;Кирпично-монолитный
4738;15;Курортный;5655450;111000;50,95;Кирпично-монолитный
4739;9;Ленинградская область;5728950;145000;39,51;Кирпично-монолитный
4740;12;Ленинградская область;5786121;110359;52,42998759;Кирпично-монолитный
4741;9;Ленинградская область;5797092;145000;39,97994483;Кирпично-монолитный
4742;12;Ленинградская область;5904188;110421;53,46979288;Кирпично-монолитный
4743;12;Ленинградская область;6076086;123048;49,379803;Кирпично-монолитный
4744;9;Ленинградская область;6062235;133500;45,41;Кирпично-монолитный
4745;18;Невский;6254640;155125;40,32;Кирпично-монолитный
4746;9;Ленинградская область;6487965;128500;50,49;Кирпично-монолитный
4747;6;Ленинградская область;6459519;118850;54,3501809;Кирпично-монолитный
4748;9;Ленинградская область;6611680;124000;53,32;Кирпично-монолитный
4749;9;Ленинградская область;6741630;123000;54,81;Кирпично-монолитный
4750;9;Ленинградская область;6732180;117000;57,54;Кирпично-монолитный
4751;9;Ленинградская область;6782420;135000;50,24014815;Кирпично-монолитный
4752;9;Ленинградская область;6807600;120000;56,73;Кирпично-монолитный
4753;9;Ленинградская область;6975540;117000;59,62;Кирпично-монолитный
4754;17;Ленинградская область;7071040;152000;46,52;Кирпично-монолитный
4755;12;Выборгский;7079751;126900;55,79;Кирпично-монолитный
4756;13;Ленинградская область;7107215;123239;57,67017746;Кирпично-монолитный
4757;12;Выборгский;7159817;126700;56,51;Кирпично-монолитный
4758;78;Ленинградская область;7278180;93000;78,26;Кирпично-монолитный
4759;17;Ленинградская область;7279500;150000;48,53;Кирпично-монолитный
4760;13;Ленинградская область;7354156;123000;59,78988618;Кирпично-монолитный
4761;15;Выборгский;7477824;147900;50,56;Кирпично-монолитный
4762;54;Колпинский;7705376;131200;58,73;Кирпично-монолитный
4763;15;Выборгский;7703175;135500;56,85;Кирпично-монолитный
